;New_Node,PrevNode,Type,Source
       937,       937,TAZ,USTM
       938,       938,TAZ,USTM
       939,       939,TAZ,USTM
       940,       940,TAZ,USTM
       941,       941,TAZ,USTM
       942,       942,TAZ,USTM
       943,       943,TAZ,USTM
       944,       944,TAZ,USTM
       945,       945,TAZ,USTM
       946,       946,TAZ,USTM
       947,       947,TAZ,USTM
       948,       948,TAZ,USTM
       949,       949,TAZ,USTM
       950,       950,TAZ,USTM
       951,       951,TAZ,USTM
       952,       952,TAZ,USTM
       953,       953,TAZ,USTM
       954,       954,TAZ,USTM
       955,       955,TAZ,USTM
       956,       956,TAZ,USTM
       957,       957,TAZ,USTM
       958,       958,TAZ,USTM
       959,       959,TAZ,USTM
       960,       960,TAZ,USTM
       961,       961,TAZ,USTM
       962,       962,TAZ,USTM
       963,       963,TAZ,USTM
       964,       964,TAZ,USTM
       965,       965,TAZ,USTM
       966,       966,TAZ,USTM
       967,       967,TAZ,USTM
       968,       968,TAZ,USTM
       969,       969,TAZ,USTM
       970,       970,TAZ,USTM
       971,       971,TAZ,USTM
       972,       972,TAZ,USTM
       973,       973,TAZ,USTM
       974,       974,TAZ,USTM
       975,       975,TAZ,USTM
       976,       976,TAZ,USTM
       977,       977,TAZ,USTM
       978,       978,TAZ,USTM
       979,       979,TAZ,USTM
       980,       980,TAZ,USTM
       981,       981,TAZ,USTM
       982,       982,TAZ,USTM
       983,       983,TAZ,USTM
       984,       984,TAZ,USTM
       985,       985,TAZ,USTM
       986,       986,TAZ,USTM
       987,       987,TAZ,USTM
       988,       988,TAZ,USTM
       989,       989,TAZ,USTM
       990,       990,TAZ,USTM
       991,       991,TAZ,USTM
       992,       992,TAZ,USTM
       993,       993,TAZ,USTM
       994,       994,TAZ,USTM
       995,       995,TAZ,USTM
       996,       996,TAZ,USTM
       997,       997,TAZ,USTM
       998,       998,TAZ,USTM
       999,       999,TAZ,USTM
      1000,      1000,TAZ,USTM
      1001,      1001,TAZ,USTM
      1002,      1002,TAZ,USTM
      1003,      1003,TAZ,USTM
      1004,      1004,TAZ,USTM
      1005,      1005,TAZ,USTM
      1006,      1006,TAZ,USTM
      1007,      1007,TAZ,USTM
      1008,      1008,TAZ,USTM
      1009,      1009,TAZ,USTM
      1010,      1010,TAZ,USTM
      1011,      1011,TAZ,USTM
      1012,      1012,TAZ,USTM
      1013,      1013,TAZ,USTM
      1014,      1014,TAZ,USTM
      1015,      1015,TAZ,USTM
      1016,      1016,TAZ,USTM
      1017,      1017,TAZ,USTM
      1018,      1018,TAZ,USTM
      1019,      1019,TAZ,USTM
      1020,      1020,TAZ,USTM
      1021,      1021,TAZ,USTM
      1022,      1022,TAZ,USTM
      1023,      1023,TAZ,USTM
      1024,      1024,TAZ,USTM
      1025,      1025,TAZ,USTM
      1026,      1026,TAZ,USTM
      1027,      1027,TAZ,USTM
      1028,      1028,TAZ,USTM
      1029,      1029,TAZ,USTM
      1030,      1030,TAZ,USTM
      1031,      1031,TAZ,USTM
      1032,      1032,TAZ,USTM
      1033,      1033,TAZ,USTM
      1034,      1034,TAZ,USTM
      1035,      1035,TAZ,USTM
      1036,      1036,TAZ,USTM
      1037,      1037,TAZ,USTM
      1038,      1038,TAZ,USTM
      1039,      1039,TAZ,USTM
      1040,      1040,TAZ,USTM
      1041,      1041,TAZ,USTM
      1042,      1042,TAZ,USTM
      1043,      1043,TAZ,USTM
      1044,      1044,TAZ,USTM
      1045,      1045,TAZ,USTM
      1046,      1046,TAZ,USTM
      1047,      1047,TAZ,USTM
      1048,      1048,TAZ,USTM
      1049,      1049,TAZ,USTM
      1050,      1050,TAZ,USTM
      1051,      1051,TAZ,USTM
      1052,      1052,TAZ,USTM
      1053,      1053,TAZ,USTM
      1054,      1054,TAZ,USTM
      1055,      1055,TAZ,USTM
      1056,      1056,TAZ,USTM
      1057,      1057,TAZ,USTM
      1058,      1058,TAZ,USTM
      1059,      1059,TAZ,USTM
      1060,      1060,TAZ,USTM
      1061,      1061,TAZ,USTM
      1062,      1062,TAZ,USTM
      1063,      1063,TAZ,USTM
      1064,      1064,TAZ,USTM
      1065,      1065,TAZ,USTM
      1066,      1066,TAZ,USTM
      1067,      1067,TAZ,USTM
      1068,      1068,TAZ,USTM
      1069,      1069,TAZ,USTM
      1070,      1070,TAZ,USTM
      1071,      1071,TAZ,USTM
      1072,      1072,TAZ,USTM
      1073,      1073,TAZ,USTM
      1074,      1074,TAZ,USTM
      1075,      1075,TAZ,USTM
      1076,      1076,TAZ,USTM
      1077,      1077,TAZ,USTM
      1078,      1078,TAZ,USTM
      1079,      1079,TAZ,USTM
      1080,      1080,TAZ,USTM
      1081,      1081,TAZ,USTM
      1082,      1082,TAZ,USTM
      1083,      1083,TAZ,USTM
      1084,      1084,TAZ,USTM
      1085,      1085,TAZ,USTM
      1086,      1086,TAZ,USTM
      1087,      1087,TAZ,USTM
      1088,      1088,TAZ,USTM
      1089,      1089,TAZ,USTM
      1090,      1090,TAZ,USTM
      1091,      1091,TAZ,USTM
      1092,      1092,TAZ,USTM
      1093,      1093,TAZ,USTM
      1094,      1094,TAZ,USTM
      1095,      1095,TAZ,USTM
      1096,      1096,TAZ,USTM
      1097,      1097,TAZ,USTM
      1098,      1098,TAZ,USTM
      1099,      1099,TAZ,USTM
      1100,      1100,TAZ,USTM
      1101,      1101,TAZ,USTM
      1102,      1102,TAZ,USTM
      1103,      1103,TAZ,USTM
      1104,      1104,TAZ,USTM
      1105,      1105,TAZ,USTM
      1106,      1106,TAZ,USTM
      1107,      1107,TAZ,USTM
      1108,      1108,TAZ,USTM
      1109,      1109,TAZ,USTM
      1110,      1110,TAZ,USTM
      1111,      1111,TAZ,USTM
      1112,      1112,TAZ,USTM
      1113,      1113,TAZ,USTM
      1114,      1114,TAZ,USTM
      1115,      1115,TAZ,USTM
      1116,      1116,TAZ,USTM
      1117,      1117,TAZ,USTM
      1118,      1118,TAZ,USTM
      1119,      1119,TAZ,USTM
      1120,      1120,TAZ,USTM
      1121,      1121,TAZ,USTM
      1122,      1122,TAZ,USTM
      1123,      1123,TAZ,USTM
      1124,      1124,TAZ,USTM
      1125,      1125,TAZ,USTM
      1126,      1126,TAZ,USTM
      1127,      1127,TAZ,USTM
      1128,      1128,TAZ,USTM
      1129,      1129,TAZ,USTM
      1130,      1130,TAZ,USTM
      1131,      1131,TAZ,USTM
      1132,      1132,TAZ,USTM
      1133,      1133,TAZ,USTM
      1134,      1134,TAZ,USTM
      1135,      1135,TAZ,USTM
      1136,      1136,TAZ,USTM
      1137,      1137,TAZ,USTM
      1138,      1138,TAZ,USTM
      1139,      1139,TAZ,USTM
      1140,      1140,TAZ,USTM
      1141,      1141,TAZ,USTM
      1142,      1142,TAZ,USTM
      1143,      1143,TAZ,USTM
      1144,      1144,TAZ,USTM
      1145,      1145,TAZ,USTM
      1146,      1146,TAZ,USTM
      1147,      1147,TAZ,USTM
      1148,      1148,TAZ,USTM
      1149,      1149,TAZ,USTM
      1150,      1150,TAZ,USTM
      1151,      1151,TAZ,USTM
      1152,      1152,TAZ,USTM
      1153,      1153,TAZ,USTM
      1154,      1154,TAZ,USTM
      1155,      1155,TAZ,USTM
      1156,      1156,TAZ,USTM
      1157,      1157,TAZ,USTM
      1158,      1158,TAZ,USTM
      1159,      1159,TAZ,USTM
      1160,      1160,TAZ,USTM
      1161,      1161,TAZ,USTM
      1162,      1162,TAZ,USTM
      1163,      1163,TAZ,USTM
      1164,      1164,TAZ,USTM
      1165,      1165,TAZ,USTM
      1166,      1166,TAZ,USTM
      1167,      1167,TAZ,USTM
      1168,      1168,TAZ,USTM
      1169,      1169,TAZ,USTM
      1170,      1170,TAZ,USTM
      1171,      1171,TAZ,USTM
      1172,      1172,TAZ,USTM
      1173,      1173,TAZ,USTM
      1174,      1174,TAZ,USTM
      1175,      1175,TAZ,USTM
      1176,      1176,TAZ,USTM
      1177,      1177,TAZ,USTM
      1178,      1178,TAZ,USTM
      1179,      1179,TAZ,USTM
      1180,      1180,TAZ,USTM
      1181,      1181,TAZ,USTM
      1182,      1182,TAZ,USTM
      1183,      1183,TAZ,USTM
      1184,      1184,TAZ,USTM
      1185,      1185,TAZ,USTM
      1186,      1186,TAZ,USTM
      1187,      1187,TAZ,USTM
      1188,      1188,TAZ,USTM
      1189,      1189,TAZ,USTM
      1190,      1190,TAZ,USTM
      1191,      1191,TAZ,USTM
      1192,      1192,TAZ,USTM
      1193,      1193,TAZ,USTM
      1194,      1194,TAZ,USTM
      1195,      1195,TAZ,USTM
      1196,      1196,TAZ,USTM
      1197,      1197,TAZ,USTM
      1198,      1198,TAZ,USTM
      1199,      1199,TAZ,USTM
      1200,      1200,TAZ,USTM
      1201,      1201,TAZ,USTM
      1202,      1202,TAZ,USTM
      1203,      1203,TAZ,USTM
      1204,      1204,TAZ,USTM
      1205,      1205,TAZ,USTM
      1206,      1206,TAZ,USTM
      1207,      1207,TAZ,USTM
      1208,      1208,TAZ,USTM
      1209,      1209,TAZ,USTM
      1210,      1210,TAZ,USTM
      1211,      1211,TAZ,USTM
      1212,      1212,TAZ,USTM
      1213,      1213,TAZ,USTM
      1214,      1214,TAZ,USTM
      1215,      1215,TAZ,USTM
      1216,      1216,TAZ,USTM
      1217,      1217,TAZ,USTM
      1218,      1218,TAZ,USTM
      1219,      1219,TAZ,USTM
      1220,      1220,TAZ,USTM
      1221,      1221,TAZ,USTM
      1222,      1222,TAZ,USTM
      1223,      1223,TAZ,USTM
      1224,      1224,TAZ,USTM
      1225,      1225,TAZ,USTM
      1226,      1226,TAZ,USTM
      1227,      1227,TAZ,USTM
      1228,      1228,TAZ,USTM
      1229,      1229,TAZ,USTM
      1230,      1230,TAZ,USTM
      1231,      1231,TAZ,USTM
      1232,      1232,TAZ,USTM
      1233,      1233,TAZ,USTM
      1234,      1234,TAZ,USTM
      1235,      1235,TAZ,USTM
      1236,      1236,TAZ,USTM
      1237,      1237,TAZ,USTM
      1238,      1238,TAZ,USTM
      1239,      1239,TAZ,USTM
      1240,      1240,TAZ,USTM
      1241,      1241,TAZ,USTM
      1242,      1242,TAZ,USTM
      1243,      1243,TAZ,USTM
      1244,      1244,TAZ,USTM
      1245,      1245,TAZ,USTM
      1246,      1246,TAZ,USTM
      1247,      1247,TAZ,USTM
      1248,      1248,TAZ,USTM
      1249,      1249,TAZ,USTM
      1250,      1250,TAZ,USTM
      1251,      1251,TAZ,USTM
      1252,      1252,TAZ,USTM
      1253,      1253,TAZ,USTM
      1254,      1254,TAZ,USTM
      1255,      1255,TAZ,USTM
      1256,      1256,TAZ,USTM
      1257,      1257,TAZ,USTM
      1258,      1258,TAZ,USTM
      1259,      1259,TAZ,USTM
      1260,      1260,TAZ,USTM
      1261,      1261,TAZ,USTM
      1262,      1262,TAZ,USTM
      1263,      1263,TAZ,USTM
      1264,      1264,TAZ,USTM
      1265,      1265,TAZ,USTM
      1266,      1266,TAZ,USTM
      1267,      1267,TAZ,USTM
      1268,      1268,TAZ,USTM
      1269,      1269,TAZ,USTM
      1270,      1270,TAZ,USTM
      1271,      1271,TAZ,USTM
      1272,      1272,TAZ,USTM
      1273,      1273,TAZ,USTM
      1274,      1274,TAZ,USTM
      1275,      1275,TAZ,USTM
      1276,      1276,TAZ,USTM
      1277,      1277,TAZ,USTM
      1278,      1278,TAZ,USTM
      1279,      1279,TAZ,USTM
      1280,      1280,TAZ,USTM
      1281,      1281,TAZ,USTM
      1282,      1282,TAZ,USTM
      1283,      1283,TAZ,USTM
      1284,      1284,TAZ,USTM
      1285,      1285,TAZ,USTM
      1286,      1286,TAZ,USTM
      1287,      1287,TAZ,USTM
      1288,      1288,TAZ,USTM
      1289,      1289,TAZ,USTM
      1290,      1290,TAZ,USTM
      1291,      1291,TAZ,USTM
      1292,      1292,TAZ,USTM
      1293,      1293,TAZ,USTM
      1294,      1294,TAZ,USTM
      1295,      1295,TAZ,USTM
      1296,      1296,TAZ,USTM
      1297,      1297,TAZ,USTM
      1298,      1298,TAZ,USTM
      1299,      1299,TAZ,USTM
      1300,      1300,TAZ,USTM
      1301,      1301,TAZ,USTM
      1302,      1302,TAZ,USTM
      1303,      1303,TAZ,USTM
      1304,      1304,TAZ,USTM
      1305,      1305,TAZ,USTM
      1306,      1306,TAZ,USTM
      1307,      1307,TAZ,USTM
      1308,      1308,TAZ,USTM
      1309,      1309,TAZ,USTM
      1310,      1310,TAZ,USTM
      1311,      1311,TAZ,USTM
      1312,      1312,TAZ,USTM
      1313,      1313,TAZ,USTM
      1314,      1314,TAZ,USTM
      1315,      1315,TAZ,USTM
      1316,      1316,TAZ,USTM
      1317,      1317,TAZ,USTM
      1318,      1318,TAZ,USTM
      1319,      1319,TAZ,USTM
      1320,      1320,TAZ,USTM
      1321,      1321,TAZ,USTM
      1322,      1322,TAZ,USTM
      1323,      1323,TAZ,USTM
      1324,      1324,TAZ,USTM
      1325,      1325,TAZ,USTM
      1326,      1326,TAZ,USTM
      1327,      1327,TAZ,USTM
      1328,      1328,TAZ,USTM
      1329,      1329,TAZ,USTM
      1330,      1330,TAZ,USTM
      1331,      1331,TAZ,USTM
      1332,      1332,TAZ,USTM
      1333,      1333,TAZ,USTM
      1334,      1334,TAZ,USTM
      1335,      1335,TAZ,USTM
      1336,      1336,TAZ,USTM
      1337,      1337,TAZ,USTM
      1338,      1338,TAZ,USTM
      1339,      1339,TAZ,USTM
      1340,      1340,TAZ,USTM
      1341,      1341,TAZ,USTM
      1342,      1342,TAZ,USTM
      1343,      1343,TAZ,USTM
      1344,      1344,TAZ,USTM
      1345,      1345,TAZ,USTM
      1346,      1346,TAZ,USTM
      1347,      1347,TAZ,USTM
      1348,      1348,TAZ,USTM
      1349,      1349,TAZ,USTM
      1350,      1350,TAZ,USTM
      1351,      1351,TAZ,USTM
      1352,      1352,TAZ,USTM
      1353,      1353,TAZ,USTM
      1354,      1354,TAZ,USTM
      1355,      1355,TAZ,USTM
      1356,      1356,TAZ,USTM
      1357,      1357,TAZ,USTM
      1358,      1358,TAZ,USTM
      1359,      1359,TAZ,USTM
      1360,      1360,TAZ,USTM
      1361,      1361,TAZ,USTM
      1362,      1362,TAZ,USTM
      1363,      1363,TAZ,USTM
      1364,      1364,TAZ,USTM
      1365,      1365,TAZ,USTM
      1366,      1366,TAZ,USTM
      1367,      1367,TAZ,USTM
      1368,      1368,TAZ,USTM
      1369,      1369,TAZ,USTM
      1370,      1370,TAZ,USTM
      1371,      1371,TAZ,USTM
      1372,      1372,TAZ,USTM
      1373,      1373,TAZ,USTM
      1374,      1374,TAZ,USTM
      1375,      1375,TAZ,USTM
      1376,      1376,TAZ,USTM
      1377,      1377,TAZ,USTM
      1378,      1378,TAZ,USTM
      1379,      1379,TAZ,USTM
      1380,      1380,TAZ,USTM
      1381,      1381,TAZ,USTM
      1382,      1382,TAZ,USTM
      1383,      1383,TAZ,USTM
      1384,      1384,TAZ,USTM
      1385,      1385,TAZ,USTM
      1386,      1386,TAZ,USTM
      1387,      1387,TAZ,USTM
      1388,      1388,TAZ,USTM
      1389,      1389,TAZ,USTM
      1390,      1390,TAZ,USTM
      1391,      1391,TAZ,USTM
      1392,      1392,TAZ,USTM
      1393,      1393,TAZ,USTM
      1394,      1394,TAZ,USTM
      1395,      1395,TAZ,USTM
      1396,      1396,TAZ,USTM
      1397,      1397,TAZ,USTM
      1398,      1398,TAZ,USTM
      1399,      1399,TAZ,USTM
      1400,      1400,TAZ,USTM
      1401,      1401,TAZ,USTM
      1402,      1402,TAZ,USTM
      1403,      1403,TAZ,USTM
      1404,      1404,TAZ,USTM
      1405,      1405,TAZ,USTM
      1406,      1406,TAZ,USTM
      1407,      1407,TAZ,USTM
      1408,      1408,TAZ,USTM
      1409,      1409,TAZ,USTM
      1410,      1410,TAZ,USTM
      1411,      1411,TAZ,USTM
      1412,      1412,TAZ,USTM
      1413,      1413,TAZ,USTM
      1414,      1414,TAZ,USTM
      1415,      1415,TAZ,USTM
      1416,      1416,TAZ,USTM
      1417,      1417,TAZ,USTM
      1418,      1418,TAZ,USTM
      1419,      1419,TAZ,USTM
      1420,      1420,TAZ,USTM
      1421,      1421,TAZ,USTM
      1422,      1422,TAZ,USTM
      1423,      1423,TAZ,USTM
      1424,      1424,TAZ,USTM
      1425,      1425,TAZ,USTM
      1426,      1426,TAZ,USTM
      1427,      1427,TAZ,USTM
      1428,      1428,TAZ,USTM
      1429,      1429,TAZ,USTM
      1430,      1430,TAZ,USTM
      1431,      1431,TAZ,USTM
      1432,      1432,TAZ,USTM
      1433,      1433,TAZ,USTM
      1434,      1434,TAZ,USTM
      1435,      1435,TAZ,USTM
      1436,      1436,TAZ,USTM
      1437,      1437,TAZ,USTM
      1438,      1438,TAZ,USTM
      1439,      1439,TAZ,USTM
      1440,      1440,TAZ,USTM
      1441,      1441,TAZ,USTM
      1442,      1442,TAZ,USTM
      1443,      1443,TAZ,USTM
      1444,      1444,TAZ,USTM
      1445,      1445,TAZ,USTM
      1446,      1446,TAZ,USTM
      1447,      1447,TAZ,USTM
      1448,      1448,TAZ,USTM
      1449,      1449,TAZ,USTM
      1450,      1450,TAZ,USTM
