ODPair,I,J,NumExt
2335_8958,   2335.00,   8958.00,      3.00
2335_8959,   2335.00,   8959.00,      3.00
2335_8960,   2335.00,   8960.00,      3.00
2335_8961,   2335.00,   8961.00,      3.00
2335_8962,   2335.00,   8962.00,      3.00
2335_8966,   2335.00,   8966.00,      3.00
2335_8967,   2335.00,   8967.00,      3.00
2335_8968,   2335.00,   8968.00,      3.00
2335_8969,   2335.00,   8969.00,      3.00
2335_8970,   2335.00,   8970.00,      3.00
2335_8971,   2335.00,   8971.00,      3.00
2335_8972,   2335.00,   8972.00,      3.00
2335_8973,   2335.00,   8973.00,      3.00
2335_8975,   2335.00,   8975.00,      3.00
2336_8910,   2336.00,   8910.00,      3.00
2336_8924,   2336.00,   8924.00,      3.00
2336_8925,   2336.00,   8925.00,      3.00
2336_8926,   2336.00,   8926.00,      3.00
2336_8927,   2336.00,   8927.00,      3.00
2336_8928,   2336.00,   8928.00,      3.00
2336_8929,   2336.00,   8929.00,      3.00
2336_8930,   2336.00,   8930.00,      3.00
2336_8932,   2336.00,   8932.00,      3.00
2336_8933,   2336.00,   8933.00,      3.00
2336_8934,   2336.00,   8934.00,      3.00
2336_8935,   2336.00,   8935.00,      3.00
2336_8936,   2336.00,   8936.00,      3.00
2336_8937,   2336.00,   8937.00,      3.00
2336_8938,   2336.00,   8938.00,      3.00
2336_8939,   2336.00,   8939.00,      3.00
2336_8940,   2336.00,   8940.00,      3.00
2336_8941,   2336.00,   8941.00,      3.00
2336_8942,   2336.00,   8942.00,      3.00
2336_8943,   2336.00,   8943.00,      3.00
2336_8944,   2336.00,   8944.00,      3.00
2336_8947,   2336.00,   8947.00,      3.00
2336_8948,   2336.00,   8948.00,      3.00
2336_8949,   2336.00,   8949.00,      3.00
2336_8950,   2336.00,   8950.00,      3.00
2336_8952,   2336.00,   8952.00,      3.00
2336_8953,   2336.00,   8953.00,      3.00
2336_8955,   2336.00,   8955.00,      3.00
2336_8958,   2336.00,   8958.00,      3.00
2336_8959,   2336.00,   8959.00,      3.00
2336_8960,   2336.00,   8960.00,      3.00
2336_8961,   2336.00,   8961.00,      3.00
2336_8962,   2336.00,   8962.00,      3.00
2336_8966,   2336.00,   8966.00,      3.00
2336_8967,   2336.00,   8967.00,      3.00
2336_8968,   2336.00,   8968.00,      3.00
2336_8969,   2336.00,   8969.00,      3.00
2336_8970,   2336.00,   8970.00,      3.00
2336_8971,   2336.00,   8971.00,      3.00
2336_8972,   2336.00,   8972.00,      3.00
2336_8973,   2336.00,   8973.00,      3.00
2336_8975,   2336.00,   8975.00,      3.00
2337_8954,   2337.00,   8954.00,      3.00
2337_8964,   2337.00,   8964.00,      3.00
2337_8976,   2337.00,   8976.00,      3.00
2349_8964,   2349.00,   8964.00,      3.00
2351_8954,   2351.00,   8954.00,      3.00
2351_8964,   2351.00,   8964.00,      3.00
2352_8964,   2352.00,   8964.00,      3.00
2354_8964,   2354.00,   8964.00,      3.00
2355_8954,   2355.00,   8954.00,      3.00
2355_8964,   2355.00,   8964.00,      3.00
2356_8954,   2356.00,   8954.00,      3.00
2356_8964,   2356.00,   8964.00,      3.00
2358_8964,   2358.00,   8964.00,      3.00
2359_8964,   2359.00,   8964.00,      3.00
2360_8964,   2360.00,   8964.00,      3.00
2361_8964,   2361.00,   8964.00,      3.00
2362_8964,   2362.00,   8964.00,      3.00
2363_8964,   2363.00,   8964.00,      3.00
2364_8964,   2364.00,   8964.00,      3.00
2365_8964,   2365.00,   8964.00,      3.00
2366_8964,   2366.00,   8964.00,      3.00
2367_8964,   2367.00,   8964.00,      3.00
2368_8964,   2368.00,   8964.00,      3.00
2369_8964,   2369.00,   8964.00,      3.00
2370_8964,   2370.00,   8964.00,      3.00
2371_8964,   2371.00,   8964.00,      3.00
2372_8964,   2372.00,   8964.00,      3.00
2373_8964,   2373.00,   8964.00,      3.00
2374_8964,   2374.00,   8964.00,      3.00
2375_8964,   2375.00,   8964.00,      3.00
2376_8964,   2376.00,   8964.00,      3.00
2377_8964,   2377.00,   8964.00,      3.00
2378_8964,   2378.00,   8964.00,      3.00
2379_8964,   2379.00,   8964.00,      3.00
2380_8964,   2380.00,   8964.00,      3.00
2381_8964,   2381.00,   8964.00,      3.00
2382_8964,   2382.00,   8964.00,      3.00
2383_8964,   2383.00,   8964.00,      3.00
2384_8964,   2384.00,   8964.00,      3.00
2385_8964,   2385.00,   8964.00,      3.00
2386_8964,   2386.00,   8964.00,      3.00
2387_8964,   2387.00,   8964.00,      3.00
2388_8964,   2388.00,   8964.00,      3.00
2389_8964,   2389.00,   8964.00,      3.00
2390_8964,   2390.00,   8964.00,      3.00
2391_8964,   2391.00,   8964.00,      3.00
2392_8964,   2392.00,   8964.00,      3.00
2393_8964,   2393.00,   8964.00,      3.00
2394_8964,   2394.00,   8964.00,      3.00
2395_8964,   2395.00,   8964.00,      3.00
2396_8964,   2396.00,   8964.00,      3.00
2397_8964,   2397.00,   8964.00,      3.00
2398_8964,   2398.00,   8964.00,      3.00
2399_8964,   2399.00,   8964.00,      3.00
2400_8964,   2400.00,   8964.00,      3.00
2401_8964,   2401.00,   8964.00,      3.00
2402_8964,   2402.00,   8964.00,      3.00
2403_8964,   2403.00,   8964.00,      3.00
2404_8964,   2404.00,   8964.00,      3.00
2405_8964,   2405.00,   8964.00,      3.00
2406_8964,   2406.00,   8964.00,      3.00
2407_8964,   2407.00,   8964.00,      3.00
2408_8964,   2408.00,   8964.00,      3.00
2409_8964,   2409.00,   8964.00,      3.00
2410_8964,   2410.00,   8964.00,      3.00
2411_8964,   2411.00,   8964.00,      3.00
2412_8964,   2412.00,   8964.00,      3.00
2413_8964,   2413.00,   8964.00,      3.00
2414_8964,   2414.00,   8964.00,      3.00
2415_8964,   2415.00,   8964.00,      3.00
2416_8964,   2416.00,   8964.00,      3.00
2417_8964,   2417.00,   8964.00,      3.00
2418_8964,   2418.00,   8964.00,      3.00
2419_8964,   2419.00,   8964.00,      3.00
2420_8964,   2420.00,   8964.00,      3.00
2421_8964,   2421.00,   8964.00,      3.00
2422_8964,   2422.00,   8964.00,      3.00
2423_8964,   2423.00,   8964.00,      3.00
2424_8964,   2424.00,   8964.00,      3.00
2425_8964,   2425.00,   8964.00,      3.00
2426_8964,   2426.00,   8964.00,      3.00
2427_8964,   2427.00,   8964.00,      3.00
2428_8964,   2428.00,   8964.00,      3.00
2429_8964,   2429.00,   8964.00,      3.00
2430_8964,   2430.00,   8964.00,      3.00
2431_8964,   2431.00,   8964.00,      3.00
2432_8964,   2432.00,   8964.00,      3.00
2433_8964,   2433.00,   8964.00,      3.00
2434_8964,   2434.00,   8964.00,      3.00
2435_8964,   2435.00,   8964.00,      3.00
2436_8964,   2436.00,   8964.00,      3.00
2437_8964,   2437.00,   8964.00,      3.00
2438_8964,   2438.00,   8964.00,      3.00
2439_8964,   2439.00,   8964.00,      3.00
2440_8964,   2440.00,   8964.00,      3.00
2441_8964,   2441.00,   8964.00,      3.00
2442_8964,   2442.00,   8964.00,      3.00
2443_8964,   2443.00,   8964.00,      3.00
2444_8964,   2444.00,   8964.00,      3.00
2445_8964,   2445.00,   8964.00,      3.00
2446_8964,   2446.00,   8964.00,      3.00
2447_8964,   2447.00,   8964.00,      3.00
2448_8964,   2448.00,   8964.00,      3.00
2449_8964,   2449.00,   8964.00,      3.00
2450_8964,   2450.00,   8964.00,      3.00
2451_8964,   2451.00,   8964.00,      3.00
2452_8964,   2452.00,   8964.00,      3.00
2453_8964,   2453.00,   8964.00,      3.00
2454_8964,   2454.00,   8964.00,      3.00
2455_8964,   2455.00,   8964.00,      3.00
2456_8964,   2456.00,   8964.00,      3.00
2457_8964,   2457.00,   8964.00,      3.00
2458_8964,   2458.00,   8964.00,      3.00
2459_8964,   2459.00,   8964.00,      3.00
2460_8964,   2460.00,   8964.00,      3.00
2461_8964,   2461.00,   8964.00,      3.00
2462_8964,   2462.00,   8964.00,      3.00
2463_8964,   2463.00,   8964.00,      3.00
2464_8964,   2464.00,   8964.00,      3.00
2465_8964,   2465.00,   8964.00,      3.00
2466_8964,   2466.00,   8964.00,      3.00
2467_8964,   2467.00,   8964.00,      3.00
2468_8964,   2468.00,   8964.00,      3.00
2469_8964,   2469.00,   8964.00,      3.00
2470_8964,   2470.00,   8964.00,      3.00
2471_8964,   2471.00,   8964.00,      3.00
2472_8964,   2472.00,   8964.00,      3.00
2473_8964,   2473.00,   8964.00,      3.00
2474_8964,   2474.00,   8964.00,      3.00
2475_8964,   2475.00,   8964.00,      3.00
2476_8964,   2476.00,   8964.00,      3.00
2477_8964,   2477.00,   8964.00,      3.00
2478_8964,   2478.00,   8964.00,      3.00
2479_8964,   2479.00,   8964.00,      3.00
2480_8964,   2480.00,   8964.00,      3.00
2481_8964,   2481.00,   8964.00,      3.00
2482_8964,   2482.00,   8964.00,      3.00
2483_8964,   2483.00,   8964.00,      3.00
2484_8964,   2484.00,   8964.00,      3.00
2485_8964,   2485.00,   8964.00,      3.00
2486_8964,   2486.00,   8964.00,      3.00
2487_8964,   2487.00,   8964.00,      3.00
2488_8964,   2488.00,   8964.00,      3.00
2489_8964,   2489.00,   8964.00,      3.00
2490_8964,   2490.00,   8964.00,      3.00
2491_8964,   2491.00,   8964.00,      3.00
2492_8964,   2492.00,   8964.00,      3.00
2493_8964,   2493.00,   8964.00,      3.00
2494_8964,   2494.00,   8964.00,      3.00
2495_8964,   2495.00,   8964.00,      3.00
2496_8964,   2496.00,   8964.00,      3.00
2497_8964,   2497.00,   8964.00,      3.00
2498_8964,   2498.00,   8964.00,      3.00
2499_8964,   2499.00,   8964.00,      3.00
2500_8964,   2500.00,   8964.00,      3.00
2501_8964,   2501.00,   8964.00,      3.00
2502_8927,   2502.00,   8927.00,      3.00
2502_8958,   2502.00,   8958.00,      3.00
2502_8964,   2502.00,   8964.00,      3.00
2503_8927,   2503.00,   8927.00,      3.00
2503_8958,   2503.00,   8958.00,      3.00
2503_8964,   2503.00,   8964.00,      3.00
2504_8964,   2504.00,   8964.00,      3.00
2505_8964,   2505.00,   8964.00,      3.00
2506_8964,   2506.00,   8964.00,      3.00
2507_8964,   2507.00,   8964.00,      3.00
2508_8964,   2508.00,   8964.00,      3.00
2509_8964,   2509.00,   8964.00,      3.00
2510_8927,   2510.00,   8927.00,      3.00
2510_8958,   2510.00,   8958.00,      3.00
2510_8964,   2510.00,   8964.00,      3.00
2511_8964,   2511.00,   8964.00,      3.00
2512_8964,   2512.00,   8964.00,      3.00
2513_8964,   2513.00,   8964.00,      3.00
2514_8927,   2514.00,   8927.00,      3.00
2514_8958,   2514.00,   8958.00,      3.00
2514_8964,   2514.00,   8964.00,      3.00
2514_8973,   2514.00,   8973.00,      3.00
2515_8964,   2515.00,   8964.00,      3.00
2516_8964,   2516.00,   8964.00,      3.00
2517_8964,   2517.00,   8964.00,      3.00
2518_8964,   2518.00,   8964.00,      3.00
2519_8964,   2519.00,   8964.00,      3.00
2520_8927,   2520.00,   8927.00,      3.00
2520_8958,   2520.00,   8958.00,      3.00
2520_8964,   2520.00,   8964.00,      3.00
2520_8973,   2520.00,   8973.00,      3.00
2521_8927,   2521.00,   8927.00,      3.00
2521_8958,   2521.00,   8958.00,      3.00
2521_8964,   2521.00,   8964.00,      3.00
2521_8973,   2521.00,   8973.00,      3.00
2522_8927,   2522.00,   8927.00,      3.00
2522_8958,   2522.00,   8958.00,      3.00
2522_8964,   2522.00,   8964.00,      3.00
2522_8973,   2522.00,   8973.00,      3.00
2523_8927,   2523.00,   8927.00,      3.00
2523_8958,   2523.00,   8958.00,      3.00
2523_8964,   2523.00,   8964.00,      3.00
2523_8973,   2523.00,   8973.00,      3.00
2524_8964,   2524.00,   8964.00,      3.00
2525_8927,   2525.00,   8927.00,      3.00
2525_8958,   2525.00,   8958.00,      3.00
2525_8964,   2525.00,   8964.00,      3.00
2525_8973,   2525.00,   8973.00,      3.00
2526_8927,   2526.00,   8927.00,      3.00
2526_8958,   2526.00,   8958.00,      3.00
2526_8964,   2526.00,   8964.00,      3.00
2527_8964,   2527.00,   8964.00,      3.00
2528_8964,   2528.00,   8964.00,      3.00
2529_8964,   2529.00,   8964.00,      3.00
2530_8964,   2530.00,   8964.00,      3.00
2531_8964,   2531.00,   8964.00,      3.00
2532_8964,   2532.00,   8964.00,      3.00
2533_8964,   2533.00,   8964.00,      3.00
2534_8964,   2534.00,   8964.00,      3.00
2535_8964,   2535.00,   8964.00,      3.00
2536_8964,   2536.00,   8964.00,      3.00
2537_8964,   2537.00,   8964.00,      3.00
2538_8964,   2538.00,   8964.00,      3.00
2539_8964,   2539.00,   8964.00,      3.00
2540_8964,   2540.00,   8964.00,      3.00
2541_8964,   2541.00,   8964.00,      3.00
2542_8964,   2542.00,   8964.00,      3.00
2543_8964,   2543.00,   8964.00,      3.00
2544_8964,   2544.00,   8964.00,      3.00
2545_8964,   2545.00,   8964.00,      3.00
2546_8964,   2546.00,   8964.00,      3.00
2547_8964,   2547.00,   8964.00,      3.00
2548_8964,   2548.00,   8964.00,      3.00
2549_8964,   2549.00,   8964.00,      3.00
2550_8964,   2550.00,   8964.00,      3.00
2551_8964,   2551.00,   8964.00,      3.00
2552_8964,   2552.00,   8964.00,      3.00
2553_8964,   2553.00,   8964.00,      3.00
2554_8964,   2554.00,   8964.00,      3.00
2555_8964,   2555.00,   8964.00,      3.00
2556_8964,   2556.00,   8964.00,      3.00
2557_8964,   2557.00,   8964.00,      3.00
2558_8964,   2558.00,   8964.00,      3.00
2559_8964,   2559.00,   8964.00,      3.00
2560_8964,   2560.00,   8964.00,      3.00
2561_8964,   2561.00,   8964.00,      3.00
2562_8964,   2562.00,   8964.00,      3.00
2563_8964,   2563.00,   8964.00,      3.00
2564_8964,   2564.00,   8964.00,      3.00
2565_8964,   2565.00,   8964.00,      3.00
2566_8964,   2566.00,   8964.00,      3.00
2567_8964,   2567.00,   8964.00,      3.00
2568_8964,   2568.00,   8964.00,      3.00
2569_8964,   2569.00,   8964.00,      3.00
2570_8964,   2570.00,   8964.00,      3.00
2571_8964,   2571.00,   8964.00,      3.00
2572_8964,   2572.00,   8964.00,      3.00
2573_8964,   2573.00,   8964.00,      3.00
2574_8964,   2574.00,   8964.00,      3.00
2575_8964,   2575.00,   8964.00,      3.00
2576_8964,   2576.00,   8964.00,      3.00
2577_8964,   2577.00,   8964.00,      3.00
2578_8964,   2578.00,   8964.00,      3.00
2579_8964,   2579.00,   8964.00,      3.00
2580_8964,   2580.00,   8964.00,      3.00
2581_8964,   2581.00,   8964.00,      3.00
2582_8964,   2582.00,   8964.00,      3.00
2583_8964,   2583.00,   8964.00,      3.00
2584_8964,   2584.00,   8964.00,      3.00
2585_8964,   2585.00,   8964.00,      3.00
2586_8964,   2586.00,   8964.00,      3.00
2587_8964,   2587.00,   8964.00,      3.00
2588_8964,   2588.00,   8964.00,      3.00
2589_8964,   2589.00,   8964.00,      3.00
2590_8964,   2590.00,   8964.00,      3.00
2591_8964,   2591.00,   8964.00,      3.00
2592_8964,   2592.00,   8964.00,      3.00
2593_8964,   2593.00,   8964.00,      3.00
2594_8964,   2594.00,   8964.00,      3.00
2595_8964,   2595.00,   8964.00,      3.00
2596_8964,   2596.00,   8964.00,      3.00
2597_8964,   2597.00,   8964.00,      3.00
2598_8964,   2598.00,   8964.00,      3.00
2599_8964,   2599.00,   8964.00,      3.00
2600_8964,   2600.00,   8964.00,      3.00
2601_8964,   2601.00,   8964.00,      3.00
2602_8964,   2602.00,   8964.00,      3.00
2603_8964,   2603.00,   8964.00,      3.00
2604_8964,   2604.00,   8964.00,      3.00
2605_8964,   2605.00,   8964.00,      3.00
2606_8964,   2606.00,   8964.00,      3.00
2607_8964,   2607.00,   8964.00,      3.00
2608_8964,   2608.00,   8964.00,      3.00
2609_8964,   2609.00,   8964.00,      3.00
2610_8964,   2610.00,   8964.00,      3.00
2611_8964,   2611.00,   8964.00,      3.00
2612_8964,   2612.00,   8964.00,      3.00
2613_8964,   2613.00,   8964.00,      3.00
2614_8964,   2614.00,   8964.00,      3.00
2615_8964,   2615.00,   8964.00,      3.00
2616_8964,   2616.00,   8964.00,      3.00
2617_8964,   2617.00,   8964.00,      3.00
2618_8964,   2618.00,   8964.00,      3.00
2619_8964,   2619.00,   8964.00,      3.00
2620_8964,   2620.00,   8964.00,      3.00
2621_8964,   2621.00,   8964.00,      3.00
2622_8964,   2622.00,   8964.00,      3.00
2623_8964,   2623.00,   8964.00,      3.00
2624_8964,   2624.00,   8964.00,      3.00
2625_8964,   2625.00,   8964.00,      3.00
2626_8964,   2626.00,   8964.00,      3.00
2627_8964,   2627.00,   8964.00,      3.00
2628_8964,   2628.00,   8964.00,      3.00
2629_8964,   2629.00,   8964.00,      3.00
2630_8964,   2630.00,   8964.00,      3.00
2631_8964,   2631.00,   8964.00,      3.00
2632_8964,   2632.00,   8964.00,      3.00
2633_8964,   2633.00,   8964.00,      3.00
2634_8964,   2634.00,   8964.00,      3.00
2635_8964,   2635.00,   8964.00,      3.00
2636_8964,   2636.00,   8964.00,      3.00
2637_8964,   2637.00,   8964.00,      3.00
2638_8964,   2638.00,   8964.00,      3.00
2639_8964,   2639.00,   8964.00,      3.00
2640_8964,   2640.00,   8964.00,      3.00
2641_8964,   2641.00,   8964.00,      3.00
2642_8964,   2642.00,   8964.00,      3.00
2643_8964,   2643.00,   8964.00,      3.00
2644_8964,   2644.00,   8964.00,      3.00
2645_8964,   2645.00,   8964.00,      3.00
2646_8964,   2646.00,   8964.00,      3.00
2647_8964,   2647.00,   8964.00,      3.00
2648_8964,   2648.00,   8964.00,      3.00
2649_8964,   2649.00,   8964.00,      3.00
2650_8964,   2650.00,   8964.00,      3.00
2651_8964,   2651.00,   8964.00,      3.00
2652_8964,   2652.00,   8964.00,      3.00
2653_8964,   2653.00,   8964.00,      3.00
2654_8964,   2654.00,   8964.00,      3.00
2655_8964,   2655.00,   8964.00,      3.00
2656_8964,   2656.00,   8964.00,      3.00
2657_8964,   2657.00,   8964.00,      3.00
2658_8964,   2658.00,   8964.00,      3.00
2659_8964,   2659.00,   8964.00,      3.00
2660_8964,   2660.00,   8964.00,      3.00
2661_8964,   2661.00,   8964.00,      3.00
2662_8964,   2662.00,   8964.00,      3.00
2663_8964,   2663.00,   8964.00,      3.00
2664_8964,   2664.00,   8964.00,      3.00
2665_8964,   2665.00,   8964.00,      3.00
2666_8964,   2666.00,   8964.00,      3.00
2667_8964,   2667.00,   8964.00,      3.00
2668_8964,   2668.00,   8964.00,      3.00
2669_8964,   2669.00,   8964.00,      3.00
2670_8964,   2670.00,   8964.00,      3.00
2671_8964,   2671.00,   8964.00,      3.00
2672_8964,   2672.00,   8964.00,      3.00
2673_8964,   2673.00,   8964.00,      3.00
2674_8964,   2674.00,   8964.00,      3.00
2675_8964,   2675.00,   8964.00,      3.00
2676_8964,   2676.00,   8964.00,      3.00
2677_8964,   2677.00,   8964.00,      3.00
2678_8964,   2678.00,   8964.00,      3.00
2679_8964,   2679.00,   8964.00,      3.00
2680_8964,   2680.00,   8964.00,      3.00
2681_8964,   2681.00,   8964.00,      3.00
2682_8964,   2682.00,   8964.00,      3.00
2683_8964,   2683.00,   8964.00,      3.00
2684_8964,   2684.00,   8964.00,      3.00
2685_8964,   2685.00,   8964.00,      3.00
2686_8964,   2686.00,   8964.00,      3.00
2687_8964,   2687.00,   8964.00,      3.00
2688_8964,   2688.00,   8964.00,      3.00
2689_8964,   2689.00,   8964.00,      3.00
2690_8964,   2690.00,   8964.00,      3.00
2691_8964,   2691.00,   8964.00,      3.00
2692_8964,   2692.00,   8964.00,      3.00
2693_8964,   2693.00,   8964.00,      3.00
2694_8964,   2694.00,   8964.00,      3.00
2695_8964,   2695.00,   8964.00,      3.00
2696_8964,   2696.00,   8964.00,      3.00
2697_8964,   2697.00,   8964.00,      3.00
2698_8964,   2698.00,   8964.00,      3.00
2699_8964,   2699.00,   8964.00,      3.00
2700_8964,   2700.00,   8964.00,      3.00
2701_8964,   2701.00,   8964.00,      3.00
2702_8964,   2702.00,   8964.00,      3.00
2703_8964,   2703.00,   8964.00,      3.00
2704_8964,   2704.00,   8964.00,      3.00
2705_8964,   2705.00,   8964.00,      3.00
2706_8964,   2706.00,   8964.00,      3.00
2707_8964,   2707.00,   8964.00,      3.00
2708_8964,   2708.00,   8964.00,      3.00
2709_8964,   2709.00,   8964.00,      3.00
2710_8964,   2710.00,   8964.00,      3.00
2711_8964,   2711.00,   8964.00,      3.00
2712_8964,   2712.00,   8964.00,      3.00
2713_8964,   2713.00,   8964.00,      3.00
2714_8964,   2714.00,   8964.00,      3.00
2715_8964,   2715.00,   8964.00,      3.00
2716_8964,   2716.00,   8964.00,      3.00
2717_8964,   2717.00,   8964.00,      3.00
2718_8964,   2718.00,   8964.00,      3.00
2719_8964,   2719.00,   8964.00,      3.00
2720_8964,   2720.00,   8964.00,      3.00
2721_8964,   2721.00,   8964.00,      3.00
2722_8964,   2722.00,   8964.00,      3.00
2723_8964,   2723.00,   8964.00,      3.00
2724_8964,   2724.00,   8964.00,      3.00
2725_8964,   2725.00,   8964.00,      3.00
2726_8964,   2726.00,   8964.00,      3.00
2727_8964,   2727.00,   8964.00,      3.00
2728_8964,   2728.00,   8964.00,      3.00
2729_8964,   2729.00,   8964.00,      3.00
2730_8964,   2730.00,   8964.00,      3.00
2731_8964,   2731.00,   8964.00,      3.00
2732_8964,   2732.00,   8964.00,      3.00
2733_8964,   2733.00,   8964.00,      3.00
2734_8964,   2734.00,   8964.00,      3.00
2735_8964,   2735.00,   8964.00,      3.00
2736_8964,   2736.00,   8964.00,      3.00
2737_8964,   2737.00,   8964.00,      3.00
2738_8964,   2738.00,   8964.00,      3.00
2739_8964,   2739.00,   8964.00,      3.00
2740_8964,   2740.00,   8964.00,      3.00
2741_8964,   2741.00,   8964.00,      3.00
2742_8964,   2742.00,   8964.00,      3.00
2743_8964,   2743.00,   8964.00,      3.00
2744_8964,   2744.00,   8964.00,      3.00
2745_8964,   2745.00,   8964.00,      3.00
2746_8964,   2746.00,   8964.00,      3.00
2747_8964,   2747.00,   8964.00,      3.00
2748_8964,   2748.00,   8964.00,      3.00
2749_8964,   2749.00,   8964.00,      3.00
2750_8964,   2750.00,   8964.00,      3.00
2751_8964,   2751.00,   8964.00,      3.00
2752_8964,   2752.00,   8964.00,      3.00
2753_8964,   2753.00,   8964.00,      3.00
2754_8964,   2754.00,   8964.00,      3.00
2755_8964,   2755.00,   8964.00,      3.00
2756_8964,   2756.00,   8964.00,      3.00
2757_8964,   2757.00,   8964.00,      3.00
2758_8964,   2758.00,   8964.00,      3.00
2759_8964,   2759.00,   8964.00,      3.00
2760_8964,   2760.00,   8964.00,      3.00
2761_8964,   2761.00,   8964.00,      3.00
2762_8964,   2762.00,   8964.00,      3.00
2763_8964,   2763.00,   8964.00,      3.00
2764_8964,   2764.00,   8964.00,      3.00
2765_8964,   2765.00,   8964.00,      3.00
2766_8964,   2766.00,   8964.00,      3.00
2767_8964,   2767.00,   8964.00,      3.00
2768_8964,   2768.00,   8964.00,      3.00
2769_8964,   2769.00,   8964.00,      3.00
2770_8964,   2770.00,   8964.00,      3.00
2771_8964,   2771.00,   8964.00,      3.00
2772_8964,   2772.00,   8964.00,      3.00
2773_8964,   2773.00,   8964.00,      3.00
2774_8964,   2774.00,   8964.00,      3.00
2775_8964,   2775.00,   8964.00,      3.00
2776_8964,   2776.00,   8964.00,      3.00
2777_8964,   2777.00,   8964.00,      3.00
2778_8964,   2778.00,   8964.00,      3.00
2779_8964,   2779.00,   8964.00,      3.00
2780_8964,   2780.00,   8964.00,      3.00
2781_8964,   2781.00,   8964.00,      3.00
2782_8964,   2782.00,   8964.00,      3.00
2783_8964,   2783.00,   8964.00,      3.00
2784_8964,   2784.00,   8964.00,      3.00
2785_8964,   2785.00,   8964.00,      3.00
2786_8964,   2786.00,   8964.00,      3.00
2787_8964,   2787.00,   8964.00,      3.00
2788_8964,   2788.00,   8964.00,      3.00
2789_8964,   2789.00,   8964.00,      3.00
2790_8964,   2790.00,   8964.00,      3.00
2791_8964,   2791.00,   8964.00,      3.00
2792_8964,   2792.00,   8964.00,      3.00
2793_8964,   2793.00,   8964.00,      3.00
2794_8964,   2794.00,   8964.00,      3.00
2795_8964,   2795.00,   8964.00,      3.00
2796_8964,   2796.00,   8964.00,      3.00
2797_8964,   2797.00,   8964.00,      3.00
2798_8964,   2798.00,   8964.00,      3.00
2799_8964,   2799.00,   8964.00,      3.00
2800_8964,   2800.00,   8964.00,      3.00
2801_8964,   2801.00,   8964.00,      3.00
2802_8964,   2802.00,   8964.00,      3.00
2803_8964,   2803.00,   8964.00,      3.00
2804_8964,   2804.00,   8964.00,      3.00
2805_8964,   2805.00,   8964.00,      3.00
2806_8964,   2806.00,   8964.00,      3.00
2807_8964,   2807.00,   8964.00,      3.00
2808_8964,   2808.00,   8964.00,      3.00
2809_8964,   2809.00,   8964.00,      3.00
2810_8964,   2810.00,   8964.00,      3.00
2811_8964,   2811.00,   8964.00,      3.00
2812_8964,   2812.00,   8964.00,      3.00
2813_8964,   2813.00,   8964.00,      3.00
2814_8964,   2814.00,   8964.00,      3.00
2815_8964,   2815.00,   8964.00,      3.00
2816_8964,   2816.00,   8964.00,      3.00
2817_8964,   2817.00,   8964.00,      3.00
2818_8964,   2818.00,   8964.00,      3.00
2819_8964,   2819.00,   8964.00,      3.00
2820_8964,   2820.00,   8964.00,      3.00
2821_8964,   2821.00,   8964.00,      3.00
2822_8964,   2822.00,   8964.00,      3.00
2823_8964,   2823.00,   8964.00,      3.00
2824_8964,   2824.00,   8964.00,      3.00
2825_8964,   2825.00,   8964.00,      3.00
2826_8964,   2826.00,   8964.00,      3.00
2827_8964,   2827.00,   8964.00,      3.00
2828_8964,   2828.00,   8964.00,      3.00
2829_8964,   2829.00,   8964.00,      3.00
2830_8964,   2830.00,   8964.00,      3.00
2831_8964,   2831.00,   8964.00,      3.00
2832_8964,   2832.00,   8964.00,      3.00
2833_8964,   2833.00,   8964.00,      3.00
2834_8964,   2834.00,   8964.00,      3.00
2835_8964,   2835.00,   8964.00,      3.00
2836_8964,   2836.00,   8964.00,      3.00
2837_8964,   2837.00,   8964.00,      3.00
2838_8964,   2838.00,   8964.00,      3.00
2839_8964,   2839.00,   8964.00,      3.00
2840_8964,   2840.00,   8964.00,      3.00
2841_8964,   2841.00,   8964.00,      3.00
2842_8964,   2842.00,   8964.00,      3.00
2843_8964,   2843.00,   8964.00,      3.00
2844_8964,   2844.00,   8964.00,      3.00
2845_8964,   2845.00,   8964.00,      3.00
2846_8964,   2846.00,   8964.00,      3.00
2847_8964,   2847.00,   8964.00,      3.00
2848_8964,   2848.00,   8964.00,      3.00
2849_8964,   2849.00,   8964.00,      3.00
2850_8964,   2850.00,   8964.00,      3.00
2851_8964,   2851.00,   8964.00,      3.00
2852_8964,   2852.00,   8964.00,      3.00
2853_8964,   2853.00,   8964.00,      3.00
2854_8964,   2854.00,   8964.00,      3.00
2855_8964,   2855.00,   8964.00,      3.00
2856_8964,   2856.00,   8964.00,      3.00
2857_8964,   2857.00,   8964.00,      3.00
2858_8964,   2858.00,   8964.00,      3.00
2859_8964,   2859.00,   8964.00,      3.00
2860_8964,   2860.00,   8964.00,      3.00
2861_8964,   2861.00,   8964.00,      3.00
2862_8964,   2862.00,   8964.00,      3.00
2863_8964,   2863.00,   8964.00,      3.00
2864_8964,   2864.00,   8964.00,      3.00
2865_8964,   2865.00,   8964.00,      3.00
2866_8964,   2866.00,   8964.00,      3.00
2867_8964,   2867.00,   8964.00,      3.00
2868_8964,   2868.00,   8964.00,      3.00
2869_8964,   2869.00,   8964.00,      3.00
2870_8964,   2870.00,   8964.00,      3.00
2871_8964,   2871.00,   8964.00,      3.00
