ODPair,I,J,NumExt
2872_8964,   2872.00,   8964.00,      3.00
2873_8964,   2873.00,   8964.00,      3.00
2874_8964,   2874.00,   8964.00,      3.00
2875_8964,   2875.00,   8964.00,      3.00
2876_8964,   2876.00,   8964.00,      3.00
2877_8964,   2877.00,   8964.00,      3.00
2878_8964,   2878.00,   8964.00,      3.00
2879_8964,   2879.00,   8964.00,      3.00
2880_8964,   2880.00,   8964.00,      3.00
2881_8964,   2881.00,   8964.00,      3.00
2882_8964,   2882.00,   8964.00,      3.00
2883_8964,   2883.00,   8964.00,      3.00
2884_8964,   2884.00,   8964.00,      3.00
2885_8964,   2885.00,   8964.00,      3.00
2886_8964,   2886.00,   8964.00,      3.00
2887_8964,   2887.00,   8964.00,      3.00
2888_8964,   2888.00,   8964.00,      3.00
2889_8964,   2889.00,   8964.00,      3.00
2890_8964,   2890.00,   8964.00,      3.00
2891_8964,   2891.00,   8964.00,      3.00
2892_8964,   2892.00,   8964.00,      3.00
2893_8964,   2893.00,   8964.00,      3.00
2894_8964,   2894.00,   8964.00,      3.00
2895_8964,   2895.00,   8964.00,      3.00
2896_8964,   2896.00,   8964.00,      3.00
2897_8964,   2897.00,   8964.00,      3.00
2898_8964,   2898.00,   8964.00,      3.00
2899_8964,   2899.00,   8964.00,      3.00
2900_8964,   2900.00,   8964.00,      3.00
2901_8964,   2901.00,   8964.00,      3.00
2902_8964,   2902.00,   8964.00,      3.00
2903_8964,   2903.00,   8964.00,      3.00
2904_8964,   2904.00,   8964.00,      3.00
2905_8964,   2905.00,   8964.00,      3.00
2906_8964,   2906.00,   8964.00,      3.00
2907_8964,   2907.00,   8964.00,      3.00
2908_8964,   2908.00,   8964.00,      3.00
2909_8964,   2909.00,   8964.00,      3.00
2910_8964,   2910.00,   8964.00,      3.00
2911_8964,   2911.00,   8964.00,      3.00
2912_8964,   2912.00,   8964.00,      3.00
2913_8964,   2913.00,   8964.00,      3.00
2914_8964,   2914.00,   8964.00,      3.00
2915_8964,   2915.00,   8964.00,      3.00
2916_8964,   2916.00,   8964.00,      3.00
2917_8964,   2917.00,   8964.00,      3.00
2918_8964,   2918.00,   8964.00,      3.00
2919_8964,   2919.00,   8964.00,      3.00
2920_8964,   2920.00,   8964.00,      3.00
2921_8964,   2921.00,   8964.00,      3.00
2922_8964,   2922.00,   8964.00,      3.00
2923_8964,   2923.00,   8964.00,      3.00
2924_8964,   2924.00,   8964.00,      3.00
2925_8964,   2925.00,   8964.00,      3.00
2926_8964,   2926.00,   8964.00,      3.00
2927_8964,   2927.00,   8964.00,      3.00
2928_8964,   2928.00,   8964.00,      3.00
2929_8964,   2929.00,   8964.00,      3.00
2930_8964,   2930.00,   8964.00,      3.00
2931_8964,   2931.00,   8964.00,      3.00
2932_8964,   2932.00,   8964.00,      3.00
2933_8964,   2933.00,   8964.00,      3.00
2934_8964,   2934.00,   8964.00,      3.00
2935_8964,   2935.00,   8964.00,      3.00
2936_8964,   2936.00,   8964.00,      3.00
2937_8964,   2937.00,   8964.00,      3.00
2938_8964,   2938.00,   8964.00,      3.00
2939_8964,   2939.00,   8964.00,      3.00
2940_8964,   2940.00,   8964.00,      3.00
2941_8964,   2941.00,   8964.00,      3.00
2942_8964,   2942.00,   8964.00,      3.00
2943_8964,   2943.00,   8964.00,      3.00
2944_8964,   2944.00,   8964.00,      3.00
2945_8964,   2945.00,   8964.00,      3.00
2946_8964,   2946.00,   8964.00,      3.00
2947_8964,   2947.00,   8964.00,      3.00
2948_8964,   2948.00,   8964.00,      3.00
2949_8964,   2949.00,   8964.00,      3.00
2950_8964,   2950.00,   8964.00,      3.00
2951_8964,   2951.00,   8964.00,      3.00
2952_8964,   2952.00,   8964.00,      3.00
2953_8964,   2953.00,   8964.00,      3.00
2954_8964,   2954.00,   8964.00,      3.00
2955_8964,   2955.00,   8964.00,      3.00
2956_8964,   2956.00,   8964.00,      3.00
2957_8964,   2957.00,   8964.00,      3.00
2958_8964,   2958.00,   8964.00,      3.00
2959_8964,   2959.00,   8964.00,      3.00
2960_8964,   2960.00,   8964.00,      3.00
2961_8964,   2961.00,   8964.00,      3.00
2962_8964,   2962.00,   8964.00,      3.00
2963_8964,   2963.00,   8964.00,      3.00
2964_8964,   2964.00,   8964.00,      3.00
2965_8964,   2965.00,   8964.00,      3.00
2966_8964,   2966.00,   8964.00,      3.00
2967_8964,   2967.00,   8964.00,      3.00
2968_8964,   2968.00,   8964.00,      3.00
2969_8964,   2969.00,   8964.00,      3.00
2970_8964,   2970.00,   8964.00,      3.00
2971_8964,   2971.00,   8964.00,      3.00
2972_8964,   2972.00,   8964.00,      3.00
2973_8964,   2973.00,   8964.00,      3.00
2974_8964,   2974.00,   8964.00,      3.00
2975_8964,   2975.00,   8964.00,      3.00
2976_8964,   2976.00,   8964.00,      3.00
2977_8964,   2977.00,   8964.00,      3.00
2978_8964,   2978.00,   8964.00,      3.00
2979_8964,   2979.00,   8964.00,      3.00
2980_8964,   2980.00,   8964.00,      3.00
2981_8964,   2981.00,   8964.00,      3.00
2982_8964,   2982.00,   8964.00,      3.00
2983_8964,   2983.00,   8964.00,      3.00
2984_8964,   2984.00,   8964.00,      3.00
2985_8964,   2985.00,   8964.00,      3.00
2986_8964,   2986.00,   8964.00,      3.00
2987_8964,   2987.00,   8964.00,      3.00
2988_8964,   2988.00,   8964.00,      3.00
2989_8964,   2989.00,   8964.00,      3.00
2990_8964,   2990.00,   8964.00,      3.00
2991_8964,   2991.00,   8964.00,      3.00
2992_8964,   2992.00,   8964.00,      3.00
2993_8964,   2993.00,   8964.00,      3.00
2994_8964,   2994.00,   8964.00,      3.00
2995_8964,   2995.00,   8964.00,      3.00
2996_8964,   2996.00,   8964.00,      3.00
2997_8964,   2997.00,   8964.00,      3.00
2998_8964,   2998.00,   8964.00,      3.00
2999_8964,   2999.00,   8964.00,      3.00
3000_8964,   3000.00,   8964.00,      3.00
3001_8964,   3001.00,   8964.00,      3.00
3002_8964,   3002.00,   8964.00,      3.00
3003_8964,   3003.00,   8964.00,      3.00
3161_8964,   3161.00,   8964.00,      3.00
3162_8964,   3162.00,   8964.00,      3.00
3250_8920,   3250.00,   8920.00,      3.00
3250_8921,   3250.00,   8921.00,      3.00
3250_8922,   3250.00,   8922.00,      3.00
3250_8923,   3250.00,   8923.00,      3.00
3250_8924,   3250.00,   8924.00,      3.00
3250_8925,   3250.00,   8925.00,      3.00
3250_8940,   3250.00,   8940.00,      3.00
3250_8941,   3250.00,   8941.00,      3.00
3250_8942,   3250.00,   8942.00,      3.00
3250_8943,   3250.00,   8943.00,      3.00
3250_8944,   3250.00,   8944.00,      3.00
3250_8945,   3250.00,   8945.00,      3.00
3250_8953,   3250.00,   8953.00,      3.00
3250_8954,   3250.00,   8954.00,      3.00
3250_8955,   3250.00,   8955.00,      3.00
3250_8956,   3250.00,   8956.00,      3.00
3250_8957,   3250.00,   8957.00,      3.00
3250_8960,   3250.00,   8960.00,      3.00
3250_8961,   3250.00,   8961.00,      3.00
3250_8964,   3250.00,   8964.00,      3.00
3251_8954,   3251.00,   8954.00,      3.00
3251_8964,   3251.00,   8964.00,      3.00
3252_8954,   3252.00,   8954.00,      3.00
3252_8964,   3252.00,   8964.00,      3.00
3253_8954,   3253.00,   8954.00,      3.00
3253_8964,   3253.00,   8964.00,      3.00
3254_8954,   3254.00,   8954.00,      3.00
3254_8964,   3254.00,   8964.00,      3.00
3255_8954,   3255.00,   8954.00,      3.00
3255_8964,   3255.00,   8964.00,      3.00
3256_8954,   3256.00,   8954.00,      3.00
3256_8964,   3256.00,   8964.00,      3.00
3257_8954,   3257.00,   8954.00,      3.00
3257_8964,   3257.00,   8964.00,      3.00
3258_8954,   3258.00,   8954.00,      3.00
3258_8964,   3258.00,   8964.00,      3.00
3259_8954,   3259.00,   8954.00,      3.00
3259_8964,   3259.00,   8964.00,      3.00
3260_8954,   3260.00,   8954.00,      3.00
3260_8964,   3260.00,   8964.00,      3.00
3261_8954,   3261.00,   8954.00,      3.00
3261_8964,   3261.00,   8964.00,      3.00
3262_8954,   3262.00,   8954.00,      3.00
3262_8964,   3262.00,   8964.00,      3.00
3263_8954,   3263.00,   8954.00,      3.00
3263_8964,   3263.00,   8964.00,      3.00
3264_8954,   3264.00,   8954.00,      3.00
3264_8964,   3264.00,   8964.00,      3.00
3265_8954,   3265.00,   8954.00,      3.00
3265_8964,   3265.00,   8964.00,      3.00
3266_8954,   3266.00,   8954.00,      3.00
3266_8964,   3266.00,   8964.00,      3.00
3267_8954,   3267.00,   8954.00,      3.00
3267_8964,   3267.00,   8964.00,      3.00
3268_8954,   3268.00,   8954.00,      3.00
3268_8964,   3268.00,   8964.00,      3.00
3269_8954,   3269.00,   8954.00,      3.00
3269_8964,   3269.00,   8964.00,      3.00
3270_8954,   3270.00,   8954.00,      3.00
3270_8964,   3270.00,   8964.00,      3.00
3271_8954,   3271.00,   8954.00,      3.00
3271_8964,   3271.00,   8964.00,      3.00
3272_8954,   3272.00,   8954.00,      3.00
3272_8964,   3272.00,   8964.00,      3.00
3273_8954,   3273.00,   8954.00,      3.00
3273_8964,   3273.00,   8964.00,      3.00
3274_8954,   3274.00,   8954.00,      3.00
3274_8964,   3274.00,   8964.00,      3.00
3275_8954,   3275.00,   8954.00,      3.00
3275_8964,   3275.00,   8964.00,      3.00
3276_8954,   3276.00,   8954.00,      3.00
3276_8964,   3276.00,   8964.00,      3.00
3277_8954,   3277.00,   8954.00,      3.00
3277_8964,   3277.00,   8964.00,      3.00
3278_8954,   3278.00,   8954.00,      3.00
3278_8964,   3278.00,   8964.00,      3.00
3279_8954,   3279.00,   8954.00,      3.00
3279_8964,   3279.00,   8964.00,      3.00
3280_8954,   3280.00,   8954.00,      3.00
3280_8964,   3280.00,   8964.00,      3.00
3281_8954,   3281.00,   8954.00,      3.00
3281_8964,   3281.00,   8964.00,      3.00
3282_8954,   3282.00,   8954.00,      3.00
3282_8964,   3282.00,   8964.00,      3.00
3283_8954,   3283.00,   8954.00,      3.00
3283_8964,   3283.00,   8964.00,      3.00
3284_8954,   3284.00,   8954.00,      3.00
3284_8964,   3284.00,   8964.00,      3.00
3285_8954,   3285.00,   8954.00,      3.00
3285_8964,   3285.00,   8964.00,      3.00
3286_8954,   3286.00,   8954.00,      3.00
3286_8964,   3286.00,   8964.00,      3.00
3287_8954,   3287.00,   8954.00,      3.00
3287_8964,   3287.00,   8964.00,      3.00
3288_8954,   3288.00,   8954.00,      3.00
3288_8964,   3288.00,   8964.00,      3.00
3289_8954,   3289.00,   8954.00,      3.00
3289_8964,   3289.00,   8964.00,      3.00
3290_8954,   3290.00,   8954.00,      3.00
3290_8964,   3290.00,   8964.00,      3.00
3291_8954,   3291.00,   8954.00,      3.00
3291_8964,   3291.00,   8964.00,      3.00
3292_8954,   3292.00,   8954.00,      3.00
3292_8964,   3292.00,   8964.00,      3.00
3293_8954,   3293.00,   8954.00,      3.00
3293_8964,   3293.00,   8964.00,      3.00
3294_8954,   3294.00,   8954.00,      3.00
3294_8964,   3294.00,   8964.00,      3.00
3295_8954,   3295.00,   8954.00,      3.00
3295_8964,   3295.00,   8964.00,      3.00
3296_8954,   3296.00,   8954.00,      3.00
3296_8964,   3296.00,   8964.00,      3.00
3297_8954,   3297.00,   8954.00,      3.00
3297_8964,   3297.00,   8964.00,      3.00
3298_8954,   3298.00,   8954.00,      3.00
3298_8964,   3298.00,   8964.00,      3.00
3299_8954,   3299.00,   8954.00,      3.00
3299_8964,   3299.00,   8964.00,      3.00
3300_8954,   3300.00,   8954.00,      3.00
3300_8964,   3300.00,   8964.00,      3.00
3301_8954,   3301.00,   8954.00,      3.00
3301_8964,   3301.00,   8964.00,      3.00
3302_8954,   3302.00,   8954.00,      3.00
3302_8964,   3302.00,   8964.00,      3.00
3303_8954,   3303.00,   8954.00,      3.00
3303_8964,   3303.00,   8964.00,      3.00
3304_8954,   3304.00,   8954.00,      3.00
3304_8964,   3304.00,   8964.00,      3.00
3305_8954,   3305.00,   8954.00,      3.00
3305_8964,   3305.00,   8964.00,      3.00
3306_8954,   3306.00,   8954.00,      3.00
3306_8964,   3306.00,   8964.00,      3.00
3307_8954,   3307.00,   8954.00,      3.00
3307_8964,   3307.00,   8964.00,      3.00
3308_8954,   3308.00,   8954.00,      3.00
3308_8964,   3308.00,   8964.00,      3.00
3309_8954,   3309.00,   8954.00,      3.00
3309_8964,   3309.00,   8964.00,      3.00
3310_8954,   3310.00,   8954.00,      3.00
3310_8964,   3310.00,   8964.00,      3.00
3311_8954,   3311.00,   8954.00,      3.00
3311_8964,   3311.00,   8964.00,      3.00
3312_8954,   3312.00,   8954.00,      3.00
3312_8964,   3312.00,   8964.00,      3.00
3313_8954,   3313.00,   8954.00,      3.00
3313_8964,   3313.00,   8964.00,      3.00
3314_8954,   3314.00,   8954.00,      3.00
3314_8964,   3314.00,   8964.00,      3.00
3315_8954,   3315.00,   8954.00,      3.00
3315_8964,   3315.00,   8964.00,      3.00
3316_8954,   3316.00,   8954.00,      3.00
3316_8964,   3316.00,   8964.00,      3.00
3317_8954,   3317.00,   8954.00,      3.00
3317_8964,   3317.00,   8964.00,      3.00
3318_8954,   3318.00,   8954.00,      3.00
3318_8964,   3318.00,   8964.00,      3.00
3319_8954,   3319.00,   8954.00,      3.00
3319_8964,   3319.00,   8964.00,      3.00
3320_8954,   3320.00,   8954.00,      3.00
3320_8964,   3320.00,   8964.00,      3.00
3321_8954,   3321.00,   8954.00,      3.00
3321_8964,   3321.00,   8964.00,      3.00
3322_8954,   3322.00,   8954.00,      3.00
3322_8964,   3322.00,   8964.00,      3.00
3323_8954,   3323.00,   8954.00,      3.00
3323_8964,   3323.00,   8964.00,      3.00
3324_8954,   3324.00,   8954.00,      3.00
3324_8964,   3324.00,   8964.00,      3.00
3325_8954,   3325.00,   8954.00,      3.00
3325_8964,   3325.00,   8964.00,      3.00
3326_8954,   3326.00,   8954.00,      3.00
3326_8964,   3326.00,   8964.00,      3.00
3327_8954,   3327.00,   8954.00,      3.00
3327_8964,   3327.00,   8964.00,      3.00
3328_8954,   3328.00,   8954.00,      3.00
3328_8964,   3328.00,   8964.00,      3.00
3329_8954,   3329.00,   8954.00,      3.00
3329_8964,   3329.00,   8964.00,      3.00
3330_8954,   3330.00,   8954.00,      3.00
3330_8964,   3330.00,   8964.00,      3.00
3331_8954,   3331.00,   8954.00,      3.00
3331_8964,   3331.00,   8964.00,      3.00
3332_8954,   3332.00,   8954.00,      3.00
3332_8964,   3332.00,   8964.00,      3.00
3333_8954,   3333.00,   8954.00,      3.00
3333_8964,   3333.00,   8964.00,      3.00
3334_8954,   3334.00,   8954.00,      3.00
3334_8964,   3334.00,   8964.00,      3.00
3335_8954,   3335.00,   8954.00,      3.00
3335_8964,   3335.00,   8964.00,      3.00
3336_8954,   3336.00,   8954.00,      3.00
3336_8964,   3336.00,   8964.00,      3.00
3337_8954,   3337.00,   8954.00,      3.00
3337_8964,   3337.00,   8964.00,      3.00
3338_8954,   3338.00,   8954.00,      3.00
3338_8964,   3338.00,   8964.00,      3.00
3339_8954,   3339.00,   8954.00,      3.00
3339_8964,   3339.00,   8964.00,      3.00
3340_8954,   3340.00,   8954.00,      3.00
3340_8964,   3340.00,   8964.00,      3.00
3341_8954,   3341.00,   8954.00,      3.00
3341_8964,   3341.00,   8964.00,      3.00
3342_8954,   3342.00,   8954.00,      3.00
3342_8964,   3342.00,   8964.00,      3.00
3343_8954,   3343.00,   8954.00,      3.00
3343_8964,   3343.00,   8964.00,      3.00
3344_8954,   3344.00,   8954.00,      3.00
3344_8964,   3344.00,   8964.00,      3.00
3345_8954,   3345.00,   8954.00,      3.00
3345_8964,   3345.00,   8964.00,      3.00
3346_8954,   3346.00,   8954.00,      3.00
3346_8964,   3346.00,   8964.00,      3.00
3347_8954,   3347.00,   8954.00,      3.00
3347_8964,   3347.00,   8964.00,      3.00
3348_8954,   3348.00,   8954.00,      3.00
3348_8964,   3348.00,   8964.00,      3.00
3349_8954,   3349.00,   8954.00,      3.00
3349_8964,   3349.00,   8964.00,      3.00
3350_8954,   3350.00,   8954.00,      3.00
3350_8964,   3350.00,   8964.00,      3.00
3351_8954,   3351.00,   8954.00,      3.00
3351_8964,   3351.00,   8964.00,      3.00
3352_8954,   3352.00,   8954.00,      3.00
3352_8964,   3352.00,   8964.00,      3.00
3353_8954,   3353.00,   8954.00,      3.00
3353_8964,   3353.00,   8964.00,      3.00
3354_8954,   3354.00,   8954.00,      3.00
3354_8964,   3354.00,   8964.00,      3.00
3355_8954,   3355.00,   8954.00,      3.00
3355_8964,   3355.00,   8964.00,      3.00
3356_8954,   3356.00,   8954.00,      3.00
3356_8964,   3356.00,   8964.00,      3.00
3357_8954,   3357.00,   8954.00,      3.00
3357_8964,   3357.00,   8964.00,      3.00
3358_8954,   3358.00,   8954.00,      3.00
3358_8964,   3358.00,   8964.00,      3.00
3359_8954,   3359.00,   8954.00,      3.00
3359_8964,   3359.00,   8964.00,      3.00
3360_8954,   3360.00,   8954.00,      3.00
3360_8956,   3360.00,   8956.00,      3.00
3360_8964,   3360.00,   8964.00,      3.00
3361_8954,   3361.00,   8954.00,      3.00
3361_8964,   3361.00,   8964.00,      3.00
3362_8954,   3362.00,   8954.00,      3.00
3362_8964,   3362.00,   8964.00,      3.00
3363_8954,   3363.00,   8954.00,      3.00
3363_8964,   3363.00,   8964.00,      3.00
3364_8954,   3364.00,   8954.00,      3.00
3364_8964,   3364.00,   8964.00,      3.00
3365_8920,   3365.00,   8920.00,      3.00
3365_8921,   3365.00,   8921.00,      3.00
3365_8922,   3365.00,   8922.00,      3.00
3365_8923,   3365.00,   8923.00,      3.00
3365_8924,   3365.00,   8924.00,      3.00
3365_8925,   3365.00,   8925.00,      3.00
3365_8940,   3365.00,   8940.00,      3.00
3365_8941,   3365.00,   8941.00,      3.00
3365_8942,   3365.00,   8942.00,      3.00
3365_8943,   3365.00,   8943.00,      3.00
3365_8944,   3365.00,   8944.00,      3.00
3365_8945,   3365.00,   8945.00,      3.00
3365_8953,   3365.00,   8953.00,      3.00
3365_8954,   3365.00,   8954.00,      3.00
3365_8955,   3365.00,   8955.00,      3.00
3365_8956,   3365.00,   8956.00,      3.00
3365_8957,   3365.00,   8957.00,      3.00
3365_8960,   3365.00,   8960.00,      3.00
3365_8961,   3365.00,   8961.00,      3.00
3365_8964,   3365.00,   8964.00,      3.00
3366_8920,   3366.00,   8920.00,      3.00
3366_8921,   3366.00,   8921.00,      3.00
3366_8922,   3366.00,   8922.00,      3.00
3366_8923,   3366.00,   8923.00,      3.00
3366_8924,   3366.00,   8924.00,      3.00
3366_8925,   3366.00,   8925.00,      3.00
3366_8940,   3366.00,   8940.00,      3.00
3366_8941,   3366.00,   8941.00,      3.00
3366_8942,   3366.00,   8942.00,      3.00
3366_8943,   3366.00,   8943.00,      3.00
3366_8944,   3366.00,   8944.00,      3.00
3366_8945,   3366.00,   8945.00,      3.00
3366_8953,   3366.00,   8953.00,      3.00
3366_8954,   3366.00,   8954.00,      3.00
3366_8955,   3366.00,   8955.00,      3.00
3366_8956,   3366.00,   8956.00,      3.00
3366_8957,   3366.00,   8957.00,      3.00
3366_8960,   3366.00,   8960.00,      3.00
3366_8961,   3366.00,   8961.00,      3.00
3366_8964,   3366.00,   8964.00,      3.00
3367_8920,   3367.00,   8920.00,      3.00
3367_8921,   3367.00,   8921.00,      3.00
3367_8922,   3367.00,   8922.00,      3.00
3367_8923,   3367.00,   8923.00,      3.00
3367_8924,   3367.00,   8924.00,      3.00
3367_8925,   3367.00,   8925.00,      3.00
3367_8940,   3367.00,   8940.00,      3.00
3367_8941,   3367.00,   8941.00,      3.00
3367_8942,   3367.00,   8942.00,      3.00
3367_8943,   3367.00,   8943.00,      3.00
3367_8944,   3367.00,   8944.00,      3.00
3367_8945,   3367.00,   8945.00,      3.00
3367_8953,   3367.00,   8953.00,      3.00
3367_8954,   3367.00,   8954.00,      3.00
3367_8955,   3367.00,   8955.00,      3.00
3367_8956,   3367.00,   8956.00,      3.00
